SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,GDB_FROM_DATE,GDB_TO_DATE,GDB_ARCHIVE_OID,OBJECTID
25-00000109,2321 18TH STREET NW,WASHINGTON,DC,20009.0,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,1735744551000,1737743556000.0,1736954151000,1735744551000,,,,Closed (Duplicate),,Standard,,Ward 1,396397.78,139156.84,38.92027525,-77.04153889,235597,,{2AA7C1E0-D1A1-3951-E063-782F520A2735},,,1735763627000,253402300799000,4419270,11865891
25-00000110,3183 WESTOVER DRIVE SE,WASHINGTON,DC,20020.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735744597000,1737643268000.0,1736398740000,1735744597000,,,,Closed,,Standard,,Ward 7,403221.71,133316.49,38.86766471,-76.96287633,303959,,{2AA7C1E0-D1A2-3951-E063-782F520A2735},,,1735763627000,253402300799000,4419271,11865892
25-00000112,113 POTOMAC AVENUE SW,WASHINGTON,DC,20024.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735744901000,1735822656000.0,1735831301000,1735744901000,,,,Closed,,Standard,,Ward 6,399010.38,133607.42,38.87029087,-77.01140378,277738,,{2AA7C1E0-D1A3-3951-E063-782F520A2735},,,1735763627000,253402300799000,4419272,11865893
25-00000113,3504 CARPENTER STREET SE,WASHINGTON,DC,20020.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735744953000,1736546531000.0,1736485140000,1735744953000,,,,Closed,,Standard,,Ward 7,403921.93,133653.0,38.87069328,-76.9548058,33975,,{2AA7C1E0-D1A4-3951-E063-782F520A2735},,,1735763627000,253402300799000,4419273,11865894
25-00000114,75 BATES STREET NW,WASHINGTON,DC,20001.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735745058000,1735918701000.0,1736349858000,1735745058000,,,,Closed,,Standard,,Ward 5,398997.39,138075.06,38.91053736,-77.01155999,236879,,{2AA7C1E0-D1A5-3951-E063-782F520A2735},,,1735763627000,253402300799000,4419274,11865895
25-00000116,5006 MACARTHUR COURT NW,WASHINGTON,DC,20016.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735745489000,1736865421000.0,1736571540000,1735745489000,,,,Closed,,Standard,,Ward 3,391380.74,139412.01,38.92253901,-77.09939592,276071,,{2AA7F778-0E71-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419275,11865896
25-00000117,1369 SPRING ROAD NW,WASHINGTON,DC,20010.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735745491000,1737993692000.0,1737473491000,1735745491000,,,,Closed,,Standard,,Ward 4,397222.93,141023.08000000002,38.93709024,-77.03203125,225252,,{2AA7F778-0E72-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419276,11865897
25-00000118,3800 - 3899 BLOCK OF W STREET NW,WASHINGTON,DC,,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735745644000,1735828126000.0,1736350444000,1735745644000,,,,Closed,,Standard,,Ward 3,-77.07654381,38.91917431,38.91917431,-77.07654381,813964,,{2AA7F778-0E73-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419277,11865898
25-00000119,2905 7TH STREET NE,WASHINGTON,DC,20017.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735745726000,1738602404000.0,1738645140000,1735745726000,,,,Closed,,Standard,,Ward 5,400351.79000000004,139867.28,38.92668276,-76.99594298,43526,,{2AA7F778-0E74-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419278,11865899
25-00000121,646 LEXINGTON PLACE NE,WASHINGTON,DC,20002.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735745816000,1735825100000.0,1736350616000,1735745816000,,,,Closed,,Standard,,Ward 6,400282.4,136420.25,38.89563077,-76.99674464,1689,,{2AA7F778-0E75-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419279,11865900
25-00000122,3925 AMES STREET NE,WASHINGTON,DC,20019.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735745866000,1735822473000.0,1735832266000,1735745866000,,,,Closed,,Standard,,Ward 7,404389.86,135873.79,38.89069714,-76.94939944,29076,,{2AA7F778-0E76-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419280,11865901
25-00000124,2853 BRENTWOOD ROAD NE,WASHINGTON,DC,20018.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735746078000,1736865429000.0,1736571540000,1735746078000,,,,Closed,,Standard,,Ward 5,403026.21,140530.17,38.93264914,-76.96509729,43978,,{2AA7F778-0E77-1668-E063-782F520AE89A},,,1735764519000,253402300799000,4419281,11865902
25-00000127,1309 FAIRMONT STREET NW,WASHINGTON,DC,20009.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735746370000,1736780817000.0,1736830740000,1735746370000,,,,Closed,,Standard,,Ward 1,397379.04000000004,139680.12,38.92499293,-77.03022552,231600,,{2AA82D15-844E-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419282,11865615
25-00000128,3952 GARRISON STREET NW,WASHINGTON,DC,20016.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735746428000,1736870826000.0,1736571540000,1735746428000,,,,Closed,,Standard,,Ward 3,393139.51,143097.09,38.95575111,-77.07915092,265095,,{2AA82D15-844F-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419283,11865616
25-00000130,1507 17TH STREET SE,WASHINGTON,DC,20020.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735746646000,1737921483000.0,1737474645000,1735746646000,,,,Closed,,Standard,,Ward 8,401646.92,133751.72,38.87159013,-76.98102155,62373,,{2AA82D15-8450-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419284,11865617
25-00000131,746 HARVARD STREET NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735746692000,1735839732000.0,1736351492000,1735746692000,,,,Closed,,Standard,,Ward 1,397875.32,139884.85,38.92683854,-77.02450294,232551,,{2AA82D15-8451-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419285,11865618
25-00000132,640 LAMONT STREET NW,WASHINGTON,DC,20010.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735746718000,1735835775000.0,1736351518000,1735746718000,,,,Closed,,Standard,,Ward 1,398024.16000000003,140357.07,38.93109279,-77.0227878,228961,,{2AA82D15-8452-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419286,11865619
25-00000133,754 HARVARD STREET NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735746759000,1735839374000.0,1736351559000,1735746759000,,,,Closed,,Standard,,Ward 1,397854.37,139883.21,38.92682372,-77.02474454,232603,,{2AA82D15-8453-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419287,11865620
25-00000134,123 17TH STREET SE,WASHINGTON,DC,20003.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735746831000,1735822439000.0,1735833231000,1735746831000,,,,Closed,,Standard,,Ward 7,401647.59,135567.2,38.88794468,-76.98100947,70488,,{2AA82D15-8454-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419288,11865621
25-00000137,776 HARVARD STREET NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735746922000,1735839195000.0,1736351722000,1735746922000,,,,Closed,,Standard,,Ward 1,397797.5,139876.52,38.92676331,-77.02540037,232592,,{2AA82D15-8455-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419289,11865622
25-00000138,3011 SHERMAN AVENUE NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735746974000,1735838826000.0,1736351774000,1735746974000,,,,Closed,,Standard,,Ward 1,397756.95,140036.5,38.92820436,-77.02586854,232780,,{2AA82D15-8456-467F-E063-792F520AC406},,,1735765424000,253402300799000,4419290,11865623
25-00000142,714 12TH STREET NE,WASHINGTON,DC,20002.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735747177000,1739628069000.0,1739577540000,1735747177000,,,,Closed,,Standard,,Ward 6,400822.21,136843.58000000002,38.89944394,-76.99052148,77185,,{2AA862B2-B86D-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419293,11865626
25-00000139,3032 SHERMAN AVENUE NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735747061000,1735839213000.0,1736351861000,1735747061000,,,,Closed,,Standard,,Ward 1,397702.95,140090.26,38.9286885,-77.02649149,231248,,{2AA862B2-B86B-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419291,11865624
25-00000140,3016 SHERMAN AVENUE NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735747130000,1735839007000.0,1736351930000,1735747130000,,,,Closed,,Standard,,Ward 1,397708.14,140047.33000000002,38.92830179,-77.02643149,231245,,{2AA862B2-B86C-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419292,11865625
25-00000144,1114 TRINIDAD AVENUE NE,WASHINGTON,DC,20002.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735747366000,1736795200000.0,1737475365000,1735747366000,,,,Closed,,Standard,,Ward 5,401107.53,137151.3,38.90221568,-76.98723178,73815,,{2AA862B2-B86E-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419294,11865627
25-00000147,1505 NEWTON STREET NW,WASHINGTON,DC,20010.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735747439000,1737993697000.0,1737475439000,1735747439000,,,,Closed,,Standard,,Ward 1,396920.59,140580.7,38.93310415,-77.03551652,226188,,{2AA862B2-B86F-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419295,11865628
25-00000148,640 10TH STREET NE,WASHINGTON,DC,20002.0,PLAYGNDREP,DGS - Playground Repair,,DGS,1,1735747710000,1735912327000.0,1758298110000,1735747710000,,,,Closed,,Standard,,Ward 6,400592.72000000003,136749.31,38.89859457,-76.99316714,301075,,{2AA862B2-B870-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419296,11865629
25-00000150,1157 3RD STREET NE,WASHINGTON,DC,20002.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735747758000,1735931607000.0,1735920558000,1735747758000,,,,Closed,,Standard,,Ward 6,399841.51,137465.8,38.90504949,-77.00182723,72714,,{2AA862B2-B871-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419297,11865630
25-00000152,1804 HOBAN ROAD NW,WASHINGTON,DC,20007.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735747786000,1736863009000.0,1736571540000,1735747786000,,,,Closed,,Standard,,Ward 3,392706.5,138513.13,38.91445395,-77.08409793,271873,,{2AA862B2-B872-654F-E063-792F520AF5D3},,,1735766318000,253402300799000,4419298,11865631
25-00000154,5140 NEBRASKA AVENUE NW,WASHINGTON,DC,20008.0,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,1735748120000,1735909998000.0,1736180120000,1735748120000,,,,Closed,,Standard,,Ward 3,393980.2,143305.57,38.95763531,-77.06945354,277457,,{2AA89868-4ACF-269F-E063-782F520AA00A},,,1735767226000,253402300799000,4419299,11865903
25-00000155,3960 AMES STREET NE,WASHINGTON,DC,20019.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735748544000,1736887141000.0,1752164544000,1735748544000,,,,Closed,,Standard,,Ward 7,404491.51,135918.92,38.89110318,-76.94822746,28571,,{2AA89868-4AD0-269F-E063-782F520AA00A},,,1735767226000,253402300799000,4419300,11865904
25-00000156,1309 FAIRMONT STREET NW,WASHINGTON,DC,20009.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735748682000,1735826587000.0,1736353482000,1735748682000,,,,Closed,,Standard,,Ward 1,397379.04000000004,139680.12,38.92499293,-77.03022552,231600,,{2AA89868-4AD1-269F-E063-782F520AA00A},,,1735767226000,253402300799000,4419301,11865905
25-00000157,1740 14TH STREET NW,WASHINGTON,DC,20009.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735748705000,1735827189000.0,1736353505000,1735748705000,,,,Closed,,Standard,,Ward 2,397177.24,138450.57,38.91391612,-77.03254767,240131,,{2AA89868-4AD2-269F-E063-782F520AA00A},,,1735767226000,253402300799000,4419302,11865906
25-00000159,1523 22ND STREET NW,WASHINGTON,DC,20037.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735748885000,1735819398000.0,1752164885000,1735748885000,,,,Closed,,Standard,,Ward 2,395795.46,138049.28,38.91029564,-77.04847775,225698,,{2AA8CE03-08F8-542C-E063-792F520A1E51},,,1735768121000,253402300799000,4419303,11865632
25-00000161,FOXHALL ROAD NW AND NEBRASKA AVENUE NW,WASHINGTON,DC,20016.0,SIGTRAMA,Traffic Signal Issue,Toa- Trans Sys Mnt,DDOT,1,1735749328000,1735755792000.0,1735922128000,1735749328000,,,,Closed,,Standard,,Ward 3,392103.97999063,140594.41999991,38.93319732,-77.09106924,904518,,{2AA9039C-7303-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419306,11865635
25-00000162,1441 IVES PLACE SE,WASHINGTON,DC,20003.0,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,1735749337000,1735924352000.0,1735922137000,1735749337000,,,,Closed,,Standard,,Ward 6,401368.37,134569.57,38.87895812,-76.98422982,63334,,{2AA8CE03-08F9-542C-E063-792F520A1E51},,,1735768121000,253402300799000,4419304,11865633
25-00000164,1629 IRVING STREET NW,WASHINGTON,DC,20010.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735749393000,1736778405000.0,1736830740000,1735749393000,,,,Closed,,Standard,,Ward 1,396686.33,140125.01,38.9289983,-77.03821616,236462,,{2AA8CE03-08FA-542C-E063-792F520A1E51},,,1735768121000,253402300799000,4419305,11865634
25-00000166,1308 KENYON STREET NW,WASHINGTON,DC,20010.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735749780000,1736782631000.0,1736830740000,1735749780000,,,,Closed,,Standard,,Ward 1,397375.07,140175.05000000002,38.9294514,-77.0302732,231335,,{2AA9039C-7304-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419307,11865636
25-00000170,637 L STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735750001000,1737810950000.0,1736485140000,1735750001000,,,,Closed,,Standard,,Ward 6,400260.95,137297.2,38.90353066,-76.99699157,2410,,{2AA9039C-7305-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419308,11865637
25-00000171,425 K STREET NE,WASHINGTON,DC,20002.0,DOCVEH2022,Dockless Vehicle Parking Complaint,,DDOT,1,1735750102000,1735750692000.0,1735922902000,1735750102000,,,,Closed,,Standard,,Ward 6,400025.22000000003,137153.64,38.90223746,-76.99970925,24453,,{2AA93944-AAB8-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419314,11865643
25-00000173,210 GALLATIN STREET NW,WASHINGTON,DC,20011.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735750171000,1737917558000.0,1737478171000,1735750171000,,,,Closed,,Standard,,Ward 4,398786.2,142685.09,38.95206565,-77.01400314,244638,,{2AA9039C-7306-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419309,11865638
25-00000174,1725 LAMONT STREET NW,WASHINGTON,DC,20010.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735750344000,1735837701000.0,1736355144000,1735750344000,,,,Closed,,Standard,,Ward 1,396510.66000000003,140421.67,38.93167002,-77.04024365,233502,,{2AA9039C-7307-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419310,11865639
25-00000175,3413 CARPENTER STREET SE,WASHINGTON,DC,20020.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735750393000,1737640858000.0,1736398740000,1735750393000,,,,Closed,,Standard,,Ward 7,403789.82,133586.03,38.8700909,-76.95632853,34911,,{2AA9039C-7308-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419311,11865640
25-00000176,1674 BEEKMAN PLACE NW,WASHINGTON,DC,20009.0,S0322,Recycling- Information Request,SWMA- Solid Waste Management Admistration,DPW,1,1735750419000,1735853753000.0,1736355219000,1735750419000,,,,Closed,,Standard,,Ward 1,396756.84,139059.75,38.91940236,-77.03739795,226285,,{2AA9039C-7309-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419312,11865641
25-00000177,4729 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20007.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735750450000,1736864215000.0,1736571540000,1735750450000,,,,Closed,,Standard,,Ward 3,392029.76,138454.8,38.91392261,-77.09190042,271515,,{2AA9039C-730A-205B-E063-792F520A348F},,,1735769022000,253402300799000,4419313,11865642
25-00000183,660 MORTON PLACE NE,WASHINGTON,DC,20002.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735750897000,1735827506000.0,1737478897000,1735750897000,,,,Closed,,Standard,,Ward 6,400309.23,137405.96,38.90451006,-76.99643491,300505,,{2AA93944-AABB-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419317,11865646
25-00000181,1630 F STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735750888000,1737663380000.0,1736398740000,1735750888000,,,,Closed,,Standard,,Ward 7,401621.79000000004,136551.44,38.89681113,-76.98130453,59014,,{2AA93944-AAB9-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419315,11865644
25-00000182,1129 ALLISON STREET NW,WASHINGTON,DC,20011.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735750890000,1735920058000.0,1736355690000,1735750890000,,,,Closed,,Standard,,Ward 4,397587.77,141930.34,38.94526418,-77.02782631,252678,,{2AA93944-AABA-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419316,11865645
25-00000185,6605 32ND STREET NW,WASHINGTON,DC,20015.0,S0196,Leaf  Collection Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735751005000,1735852484000.0,1736787805000,1735751005000,,,,Closed,,Standard,,Ward 4,394770.87,145193.94,38.97465127,-77.06034558,260659,,{2AA93944-AABC-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419318,11865647
25-00000186,4002 ILLINOIS AVENUE NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735751259000,1736780196000.0,1736830740000,1735751259000,,,,Closed,,Standard,,Ward 4,398462.42,141366.55000000002,38.94018737,-77.01773551,247983,,{2AA93944-AABD-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419319,11865648
25-00000188,3340 BENNING ROAD NE,WASHINGTON,DC,20019.0,S04TP,Tree Planting,Urban Forrestry,DDOT,1,1735751386000,1735753099000.0,1797527385000,1735751386000,,,,Closed,,Standard,,Ward 7,403513.49,136704.9,38.89818769,-76.95949684,339454,,{2AA96EF7-3EEF-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419322,11865907
25-00000189,1706 BAY STREET SE,WASHINGTON,DC,20003.0,ILLEGALCON,DOB - Illegal Construction,Department of Buildings (DOB),DOB,1,1735751432000,1736952076000.0,1740071431000,1735751432000,,,,Closed,,Standard,,Ward 7,401705.17,135442.7,38.88682303,-76.9803461,57736,,{2AA93944-AABE-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419320,11865649
25-00000190,312 R STREET NW,WASHINGTON,DC,20001.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735751467000,1736864846000.0,1736571540000,1735751467000,,,,Closed,,Standard,,Ward 5,398611.63,138284.76,38.91242588,-77.01600819,237651,,{2AA93944-AABF-49C4-E063-792F520A8ADB},,,1735769917000,253402300799000,4419321,11865650
25-00000191,3433 BENNING ROAD NE,WASHINGTON,DC,20019.0,S04TP,Tree Planting,Urban Forrestry,DDOT,1,1735751562000,1735753102000.0,1797527562000,1735751562000,,,,Closed,,Standard,,Ward 7,403782.58,136464.07,38.89601742,-76.95639612,287896,,{2AA96EF7-3EF0-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419323,11865908
25-00000192,4500 Q LANE NW,WASHINGTON,DC,20007.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735751565000,1735783036000.0,1736356365000,1735751565000,,,,Canceled,,Standard,,Ward 3,392528.37,138135.86000000002,38.91105388,-77.08614775,271392,,{2AA96EF7-3EF1-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419324,11865909
25-00000193,5739 BLAINE STREET NE,WASHINGTON,DC,20019.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735751614000,1737650472000.0,1736398740000,1735751614000,,,,Closed,,Standard,,Ward 7,406996.5,135881.07,38.89074551,-76.91935345,6616,,{2AA96EF7-3EF2-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419325,11865910
25-00000194,1502 EATON ROAD SE,WASHINGTON,DC,20020.0,VACPROP,DOB - Vacant Private Property Inspection,Department of Buildings (DOB),DOB,1,1735751630000,1736518477000.0,1748625230000,1735751630000,,,,Closed,,Standard,,Ward 8,400326.86,132294.12,38.85846095,-76.99623409,62640,,{2AA96EF7-3EF3-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419326,11865911
25-00000195,3360 16TH STREET NW,WASHINGTON,DC,20010.0,SIGTRAMA,Traffic Signal Issue,Toa- Trans Sys Mnt,DDOT,1,1735751670000,1735801394000.0,1735924470000,1735751670000,,,,Closed,,Standard,,Ward 1,396811.16000000003,140576.78,38.93306844,-77.03677861,233631,,{2AA96EF7-3EF4-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419327,11865912
25-00000196,3445 BENNING ROAD NE,WASHINGTON,DC,20019.0,S04TP,Tree Planting,Urban Forrestry,DDOT,1,1735751676000,1735753106000.0,1797527676000,1735751676000,,,,Closed,,Standard,,Ward 7,403837.99,136453.64,38.89592323,-76.95575744,287910,,{2AA96EF7-3EF5-6906-E063-782F520A08A3},,,1735770822000,253402300799000,4419328,11865913
